,Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
32,90103.0,3.828742784415145,10.5,28.8,0.0,6.0,26.0,6.0,3.0,11.0,7.0,43.0,22.0,1018.7,1014.8,4.251556310130164,4.409265291349982,17.1,26.5,0.0,0.0,0
33,90104.0,3.828742784415145,12.3,34.6,0.0,1.0,37.0,6.0,4.0,6.0,17.0,41.0,12.0,1015.1,1010.3,4.251556310130164,4.409265291349982,20.7,33.9,0.0,0.0,0
34,90105.0,3.828742784415145,12.9,35.8,0.0,1.0,41.0,8.0,4.0,6.0,26.0,41.0,9.0,1012.6,1009.2,4.251556310130164,4.409265291349982,22.4,34.4,0.0,0.0,0
35,90106.0,3.828742784415145,13.7,37.9,0.0,5.0,52.0,12.0,1.0,4.0,26.0,33.0,8.0,1010.9,1006.7,4.251556310130164,4.409265291349982,23.1,36.8,0.0,0.0,0
36,90107.0,3.828742784415145,16.1,38.9,0.0,5.0,57.0,3.0,5.0,6.0,30.0,34.0,12.0,1007.0,1015.6396601376845,4.251556310130164,4.409265291349982,25.2,22.243770651800727,0.0,0.0,0
37,90108.0,3.828742784415145,14.0,28.3,0.0,5.0,48.0,5.0,2.0,17.0,24.0,43.0,15.0,1011.9,1010.9,4.251556310130164,4.409265291349982,17.9,27.6,0.0,0.0,0
38,90109.0,3.828742784415145,12.5,28.4,0.0,17.0,37.0,6.0,14.0,20.0,9.0,38.0,16.0,1017.8,1013.7,4.251556310130164,4.409265291349982,17.2,26.6,0.0,0.0,0
39,90110.0,3.828742784415145,17.0,30.8,0.0,17.0,37.0,15.0,3.0,15.0,11.0,36.0,24.0,1013.4,1008.1,4.251556310130164,4.409265291349982,20.2,29.3,0.0,0.0,0
40,90111.0,3.828742784415145,16.9,32.0,0.0,14.0,31.0,6.0,13.0,13.0,17.0,52.0,31.0,1009.9,1006.8,4.251556310130164,4.409265291349982,22.8,30.0,0.0,0.0,0
41,90112.0,3.828742784415145,17.3,34.7,0.0,11.0,35.0,12.0,2.0,7.0,15.0,48.0,16.0,1014.1,1012.1,4.251556310130164,4.409265291349982,24.2,33.2,0.0,0.0,0
42,90113.0,3.828742784415145,17.2,37.7,0.0,9.0,35.0,12.0,4.0,7.0,17.0,51.0,19.0,1015.7,1010.9,4.251556310130164,4.409265291349982,24.3,35.7,0.0,0.0,0
43,90114.0,3.828742784415145,17.4,23.79831539866547,0.0,4.0,39.0,6.0,10.0,7.0,17.0,40.0,8.0,1011.6,1006.9,4.251556310130164,4.409265291349982,25.6,22.243770651800727,0.0,0.0,0
44,90115.0,3.828742784415145,19.8,32.7,0.0,1.0,44.0,5.0,5.0,20.0,28.0,34.0,28.0,1008.4,1009.2,4.251556310130164,4.409265291349982,27.6,27.1,0.0,0.0,0
45,90116.0,3.828742784415145,14.9,26.7,0.0,11.0,56.0,2.0,11.0,20.0,31.0,46.0,20.0,1014.1,1012.7,4.251556310130164,4.409265291349982,18.0,25.5,0.0,0.0,0
46,90117.0,3.828742784415145,10.5,28.4,0.0,12.0,33.0,12.0,11.0,19.0,11.0,35.0,16.0,1019.7,1017.4,4.251556310130164,4.409265291349982,16.0,25.8,0.0,0.0,0
47,90118.0,3.828742784415145,11.3,32.2,0.0,1.0,28.0,8.0,10.0,17.0,15.0,34.0,17.0,1019.7,1016.2,4.251556310130164,4.409265291349982,20.9,30.5,0.0,0.0,0
48,90119.0,3.828742784415145,13.9,36.6,0.0,1.0,39.0,6.0,15.0,2.0,15.0,39.0,10.0,1015.8,1010.6,4.251556310130164,4.409265291349982,22.0,34.4,0.0,0.0,0
49,90120.0,3.828742784415145,18.6,39.9,0.0,9.0,61.0,6.0,1.0,9.0,20.0,36.0,21.0,1010.1,1004.8,4.251556310130164,4.409265291349982,26.8,22.243770651800727,0.0,0.8,0
50,90121.0,3.828742784415145,19.3,38.1,0.8,9.0,61.0,17.0,2.0,15.0,17.0,48.0,17.0,1009.6,1005.9,4.251556310130164,4.409265291349982,27.3,36.1,0.0,0.6,0
51,90122.0,3.828742784415145,24.4,34.0,0.6,4.0,36.35717610519383,13.0,9.0,26.0,16.266668295442475,60.0,39.0,1018.1912260485319,1015.6396601376845,4.0,4.467539586252022,26.1,33.1,0.0,0.15118640757738505,0
52,90123.0,3.828742784415145,18.8,35.2,0.1506418485237484,1.0,52.0,14.0,4.0,6.0,28.0,43.0,28.0,1007.9,1003.9,4.251556310130164,4.409265291349982,22.8,33.0,0.0,0.0,0
53,90124.0,3.828742784415145,20.8,30.6,0.0,5.0,54.0,5.0,5.0,30.0,28.0,41.0,21.0,1018.1912260485319,1007.6,4.251556310130164,4.409265291349982,23.3,29.7,0.0,0.0,0
54,90125.0,3.828742784415145,14.0,34.3,0.0,2.0,24.0,7.0,6.0,7.0,13.0,44.0,10.0,1016.5,1014.6,4.251556310130164,4.409265291349982,21.2,32.1,0.0,0.0,0
55,90126.0,3.828742784415145,15.7,38.4,0.0,14.0,33.0,6.0,2.0,7.0,7.0,48.0,12.0,1017.7,1014.6,4.251556310130164,4.409265291349982,23.4,36.5,0.0,0.0,0
56,90127.0,3.828742784415145,18.5,38.2,0.0,15.0,31.0,12.0,9.0,9.0,17.0,48.0,25.0,1017.8,1014.1,4.251556310130164,4.409265291349982,25.8,36.2,0.0,0.0,0
57,90128.0,3.828742784415145,20.4,23.79831539866547,0.0,13.0,37.0,3.0,15.0,7.0,13.0,45.0,15.0,1014.9,1011.6,4.251556310130164,4.409265291349982,28.2,22.243770651800727,0.0,0.0,0
58,90129.0,3.828742784415145,21.8,23.79831539866547,0.0,11.0,24.0,7.0,14.0,6.0,11.0,38.0,13.0,1015.7,1011.8,4.251556310130164,4.409265291349982,29.0,22.243770651800727,0.0,0.0,0
59,90130.0,3.828742784415145,22.3,23.79831539866547,0.0,15.0,28.0,7.0,12.0,9.0,11.0,37.0,11.0,1014.6,1010.2,4.251556310130164,4.409265291349982,29.2,22.243770651800727,0.0,0.0,0
60,90131.0,3.828742784415145,22.0,23.79831539866547,0.0,7.0,48.0,7.0,11.0,4.0,4.0,33.0,11.0,1014.2,1010.5,4.251556310130164,4.409265291349982,29.9,22.243770651800727,0.0,0.0,0
61,90201.0,3.828742784415145,28.0,23.79831539866547,0.0,11.0,36.35717610519383,12.0,3.0,15.0,9.0,27.0,9.0,1012.5,1008.7,4.251556310130164,4.409265291349982,32.4,22.243770651800727,0.0,0.2,0
62,90202.0,3.828742784415145,24.4,38.3,0.2,11.0,56.0,17.0,4.0,19.0,7.0,32.0,21.0,1011.7,1007.4,4.251556310130164,4.409265291349982,28.8,37.1,0.0,0.0,0
63,90203.0,3.828742784415145,21.5,37.7,0.0,16.0,37.77275469946623,13.0,16.0,13.0,9.0,51.0,21.0,1009.2,1005.7,4.251556310130164,4.409265291349982,27.2,36.2,0.0,0.0,0
64,90204.0,3.828742784415145,21.7,36.9,0.0,16.0,37.77275469946623,16.0,16.0,11.0,11.0,53.0,26.0,1008.8,1004.7,4.251556310130164,4.409265291349982,25.5,35.2,0.0,0.0,0
65,90205.0,3.828742784415145,21.5,23.79831539866547,0.0,2.0,35.0,6.0,14.0,7.0,19.0,48.0,15.0,1005.9,1015.6396601376845,4.251556310130164,4.409265291349982,26.5,22.243770651800727,0.0,0.0,0
66,90206.0,3.828742784415145,23.5,23.79831539866547,0.0,5.0,37.0,12.0,5.0,6.0,15.0,39.0,8.0,1008.0,1005.0,4.251556310130164,4.409265291349982,28.7,22.243770651800727,0.0,0.0,0
67,90207.0,3.828742784415145,22.3,23.79831539866547,0.0,9.0,59.0,12.0,4.0,9.0,33.0,36.0,11.0,1008.2,1003.8,4.251556310130164,4.409265291349982,29.6,22.243770651800727,0.0,0.0,0
68,90208.0,3.828742784415145,28.3,23.79831539866547,0.0,4.0,52.0,13.0,5.0,9.0,22.0,70.18873168052934,19.0,1007.0,1006.5,4.251556310130164,5.0,17.95236359984051,22.243770651800727,0.0,0.4,0
69,90209.0,3.828742784415145,18.4,31.2,0.4,12.0,37.0,11.0,2.0,7.0,11.0,66.0,31.0,1009.3,1007.8,7.0,4.467539586252022,18.7,29.4,0.0,0.0,0
70,90210.0,3.828742784415145,14.9,27.3,0.0,6.0,41.0,6.0,12.0,20.0,13.0,50.0,30.0,1011.6,1008.5,4.251556310130164,4.467539586252022,17.4,25.8,0.0,0.0,0
71,90211.0,3.828742784415145,13.5,26.7,0.0,6.0,46.0,6.0,3.0,19.0,11.0,45.0,24.0,1012.8,1011.1,4.251556310130164,4.409265291349982,16.7,24.9,0.0,0.0,0
72,90212.0,3.828742784415145,16.1,21.6,0.0,12.0,46.0,6.0,17.0,11.0,15.0,58.0,69.0,1017.0,1017.3,2.0,4.467539586252022,17.0,17.3,0.0,0.15118640757738505,0
73,90213.0,3.828742784415145,14.6,29.0,0.1506418485237484,6.0,41.0,12.0,6.0,26.0,24.0,41.0,21.0,1023.3,1019.7,4.251556310130164,4.409265291349982,18.0,27.6,0.0,0.0,0
74,90214.0,3.828742784415145,12.4,29.2,0.0,17.0,39.0,14.0,16.0,7.0,0.0,37.0,18.0,1022.5,1016.4,4.251556310130164,4.409265291349982,18.3,28.5,0.0,0.0,0
75,90215.0,3.828742784415145,13.3,31.3,0.0,15.0,41.0,6.0,10.0,7.0,15.0,50.0,23.0,1016.2,1012.8,4.251556310130164,4.409265291349982,19.2,29.2,0.0,0.0,0
76,90216.0,3.828742784415145,17.2,31.1,0.0,3.0,35.0,12.0,7.0,17.0,11.0,43.0,22.0,1017.7,1013.8,4.251556310130164,4.409265291349982,21.4,29.5,0.0,0.0,0
77,90217.0,3.828742784415145,12.5,28.8,0.0,13.0,31.0,6.0,8.0,7.0,11.0,46.0,17.0,1017.2,1013.5,4.251556310130164,4.409265291349982,18.0,27.0,0.0,0.0,0
78,90218.0,3.828742784415145,18.0,32.0,0.0,4.0,31.0,8.0,11.0,4.0,13.0,44.0,22.0,1012.4,1007.5,4.251556310130164,4.409265291349982,22.1,30.7,0.0,0.0,0
79,90219.0,3.828742784415145,16.2,34.0,0.0,2.0,48.0,12.0,2.0,4.0,22.0,53.0,16.0,1007.8,1004.5,4.251556310130164,4.409265291349982,21.0,32.7,0.0,0.0,0
80,90220.0,3.828742784415145,18.7,29.1,0.0,10.0,41.0,9.0,6.0,7.0,17.0,45.0,39.0,1010.1,1010.8,4.251556310130164,4.409265291349982,21.5,26.8,0.0,0.0,0
81,90221.0,3.828742784415145,13.7,31.7,0.0,6.0,28.0,6.0,14.0,2.0,9.0,63.0,19.0,1012.5,1010.4,4.251556310130164,4.409265291349982,19.3,29.8,0.0,0.0,0
82,90222.0,3.828742784415145,15.5,33.2,0.0,4.0,31.0,14.0,1.0,11.0,15.0,49.0,23.0,1015.6,1012.4,4.251556310130164,4.409265291349982,20.9,31.3,0.0,0.0,0
83,90223.0,3.828742784415145,14.3,34.0,0.0,4.0,36.35717610519383,12.0,4.0,6.0,22.0,48.0,10.0,1013.0,1009.2,4.251556310130164,4.409265291349982,20.7,33.4,0.0,0.0,0
84,90224.0,3.828742784415145,12.9,29.6,0.0,1.0,46.0,11.0,1.0,7.0,24.0,54.0,14.0,1014.0,1012.7,6.0,4.467539586252022,18.7,28.6,0.0,0.0,0
85,90225.0,3.828742784415145,8.9,31.9,0.0,1.0,43.0,16.0,2.0,0.0,17.0,49.0,16.0,1016.6,1013.4,7.0,4.467539586252022,15.0,29.3,0.0,0.0,0
86,90226.0,3.828742784415145,15.0,32.7,0.0,7.0,26.0,7.0,14.0,15.0,2.0,43.0,19.0,1017.8,1015.0,4.251556310130164,4.409265291349982,20.7,30.5,0.0,0.0,0
87,90227.0,3.828742784415145,15.4,32.6,0.0,5.0,24.0,16.0,14.0,0.0,6.0,53.0,25.0,1016.2,1012.6,4.251556310130164,4.409265291349982,20.0,30.8,0.0,0.0,0
88,90228.0,3.828742784415145,16.0,34.5,0.0,2.0,44.0,3.0,16.0,6.0,16.83710559528818,44.0,14.0,1007.5,1004.6,4.251556310130164,4.409265291349982,22.2,33.6,0.0,0.0,0
89,90301.0,3.828742784415145,12.8,30.3,0.0,5.0,30.0,5.0,2.0,4.0,13.0,53.0,27.0,1010.5,1008.7,4.251556310130164,4.409265291349982,17.3,28.1,0.0,0.0,0
90,90302.0,3.828742784415145,13.2,31.9,0.0,9.0,35.0,14.0,8.0,6.0,9.0,53.0,25.0,1014.1,1011.6,4.251556310130164,4.409265291349982,18.0,29.8,0.0,0.0,0
91,90303.0,3.828742784415145,18.0,31.1,0.0,1.0,52.0,17.0,15.0,15.0,26.0,58.0,35.0,1014.7,1009.0,5.0,4.409265291349982,23.0,29.2,0.0,0.2,0
92,90304.0,3.828742784415145,13.8,22.1,0.2,1.0,57.0,5.0,1.0,26.0,33.0,57.0,26.0,1014.5,1013.1,4.251556310130164,4.409265291349982,15.6,21.9,0.0,0.0,0
93,90305.0,3.828742784415145,11.5,22.0,0.0,11.0,50.0,2.0,5.0,19.0,33.0,60.0,33.0,1013.7,1011.8,4.251556310130164,4.409265291349982,13.9,21.4,0.0,0.0,0
94,90306.0,3.828742784415145,7.6,24.0,0.0,2.0,30.0,16.0,1.0,0.0,13.0,52.0,23.0,1014.5,1012.0,4.251556310130164,4.409265291349982,12.6,22.0,0.0,0.0,0
95,90307.0,3.828742784415145,8.3,27.9,0.0,5.0,37.0,14.0,5.0,4.0,20.0,58.0,22.0,1015.2,1012.4,4.251556310130164,4.409265291349982,13.3,27.0,0.0,0.0,0
96,90308.0,3.828742784415145,11.0,30.2,0.0,6.0,24.0,3.0,6.0,7.0,11.0,54.0,20.0,1017.0,1014.7,4.251556310130164,4.409265291349982,17.6,28.8,0.0,0.0,0
97,90309.0,3.828742784415145,13.8,31.8,0.0,15.0,24.0,6.0,17.0,6.0,17.0,49.0,28.0,1019.7,1015.9,4.251556310130164,4.409265291349982,18.6,30.5,0.0,0.0,0
98,90310.0,3.828742784415145,15.5,32.0,0.0,17.0,50.0,7.0,3.0,2.0,4.0,51.0,25.0,1019.5,1016.2,4.251556310130164,4.409265291349982,20.1,30.8,0.0,1.2,0
99,90311.0,3.828742784415145,18.4,30.5,1.2,17.0,44.0,17.0,13.0,15.0,19.0,57.0,23.0,1021.3,1018.0,4.251556310130164,4.409265291349982,21.5,29.6,0.0,0.0,0
100,90312.0,3.828742784415145,20.9,25.7,0.0,5.0,37.0,8.0,14.0,11.0,9.0,52.0,90.0,1019.5,1018.9,4.251556310130164,4.467539586252022,22.2,18.8,0.0,0.15118640757738505,0
101,90313.0,3.828742784415145,17.1,25.8,0.1506418485237484,8.0,31.0,16.0,14.0,0.0,13.0,82.0,68.0,1017.4,1014.7,8.0,4.409265291349982,19.0,23.8,0.0,0.15118640757738505,0
102,90314.0,3.828742784415145,16.4,27.0,0.1506418485237484,11.0,36.35717610519383,3.0,13.0,9.0,22.0,82.0,74.0,1012.7,1008.0,4.251556310130164,4.0,19.9,19.7,0.0,0.15118640757738505,0
103,90315.0,3.828742784415145,10.0,19.7,0.1506418485237484,1.0,39.0,5.0,4.0,11.0,17.0,62.0,41.0,1013.4,1012.0,4.251556310130164,4.467539586252022,12.7,18.3,0.0,0.0,0
104,90316.0,3.828742784415145,8.8,21.9,0.0,5.0,39.0,14.0,1.0,2.0,20.0,78.0,34.0,1013.3,1011.6,4.251556310130164,6.0,12.2,20.5,0.0,0.0,0
105,90317.0,3.828742784415145,8.4,25.3,0.0,1.0,35.0,6.0,2.0,9.0,17.0,78.0,34.0,1015.6,1013.2,4.251556310130164,4.409265291349982,12.1,23.9,0.0,0.0,0
106,90318.0,3.828742784415145,9.3,28.0,0.0,4.0,52.0,6.0,4.0,6.0,11.0,76.0,19.0,1017.4,1013.9,4.251556310130164,4.409265291349982,14.7,27.2,0.0,0.0,0
107,90319.0,3.828742784415145,11.3,30.1,0.0,2.0,24.0,14.0,11.0,6.0,7.0,56.0,15.0,1016.3,1013.6,4.251556310130164,4.409265291349982,14.7,29.3,0.0,0.0,0
108,90320.0,3.828742784415145,11.5,33.5,0.0,6.0,22.0,17.0,13.0,7.0,7.0,50.0,13.0,1016.5,1013.6,4.251556310130164,4.409265291349982,17.4,32.6,0.0,0.0,0
109,90321.0,3.828742784415145,13.8,33.6,0.0,9.0,28.0,16.0,15.0,0.0,11.0,47.0,17.0,1017.0,1013.1,4.251556310130164,4.467539586252022,18.8,33.5,0.0,0.0,0
110,90322.0,3.828742784415145,14.6,30.0,0.0,17.0,37.0,3.0,15.0,4.0,19.0,56.0,30.0,1014.8,1012.7,3.0,4.467539586252022,18.1,29.0,0.0,0.0,0
111,90323.0,3.828742784415145,14.4,31.6,0.0,4.0,37.0,16.0,1.0,0.0,24.0,63.0,25.0,1013.7,1011.8,4.251556310130164,4.409265291349982,18.8,31.4,0.0,0.0,0
112,90324.0,3.828742784415145,10.8,31.9,0.0,14.0,48.0,6.0,1.0,6.0,20.0,62.0,20.0,1016.5,1014.4,4.251556310130164,4.409265291349982,15.4,30.7,0.0,0.4,0
113,90325.0,3.828742784415145,15.4,22.3,0.4,8.0,30.0,6.0,6.0,11.0,9.0,69.0,78.0,1017.4,1019.2,8.0,4.467539586252022,18.3,19.6,0.0,1.8,0
114,90326.0,3.828742784415145,13.3,29.8,1.8,2.0,33.0,16.0,1.0,0.0,20.0,87.0,26.0,1019.1,1017.2,4.251556310130164,6.0,16.2,29.2,0.0,0.0,0
115,90327.0,3.828742784415145,10.1,27.6,0.0,1.0,43.0,16.0,5.0,0.0,11.0,63.0,30.0,1023.0,1020.7,4.251556310130164,4.409265291349982,16.5,26.8,0.0,0.0,0
116,90328.0,3.828742784415145,9.1,28.9,0.0,9.0,24.0,13.0,13.0,2.0,17.0,60.0,26.0,1023.8,1020.6,4.251556310130164,4.409265291349982,14.0,27.7,0.0,0.0,0
117,90329.0,3.828742784415145,10.4,31.2,0.0,14.0,22.0,16.0,12.0,0.0,6.0,60.0,18.0,1022.4,1019.1,4.251556310130164,4.409265291349982,16.0,29.9,0.0,0.0,0
118,90330.0,3.828742784415145,13.4,30.4,0.0,8.0,22.0,16.0,12.0,0.0,9.0,57.0,16.0,1023.0,1019.5,4.251556310130164,4.409265291349982,17.2,29.2,0.0,0.0,0
119,90331.0,3.828742784415145,12.3,29.9,0.0,2.0,26.0,14.0,10.0,2.0,13.0,61.0,25.0,1023.2,1019.5,4.251556310130164,4.409265291349982,17.1,28.6,0.0,0.0,0
120,90401.0,3.828742784415145,12.2,30.6,0.0,12.0,22.0,16.0,8.0,0.0,6.0,59.0,22.0,1022.6,1019.4,4.251556310130164,4.409265291349982,16.6,29.5,0.0,0.0,0
121,90402.0,3.828742784415145,14.3,32.1,0.0,17.0,28.0,16.0,8.0,0.0,11.0,59.0,30.0,1022.6,1018.4,4.251556310130164,4.409265291349982,18.4,30.9,0.0,0.15118640757738505,0
122,90403.0,3.828742784415145,18.4,28.1,0.1506418485237484,5.0,36.35717610519383,3.0,15.0,7.0,17.0,92.0,49.0,1018.8,1012.9,8.0,6.0,19.0,27.4,0.0,0.15118640757738505,0
123,90404.0,3.828742784415145,10.7,21.4,0.1506418485237484,5.0,43.0,16.0,2.0,0.0,13.0,60.0,33.0,1019.8,1019.3,4.251556310130164,4.409265291349982,13.9,20.3,0.0,0.0,0
124,90405.0,3.828742784415145,7.8,21.7,0.0,2.0,31.0,3.0,4.0,6.0,19.0,72.0,37.0,1020.4,1016.5,4.251556310130164,4.409265291349982,12.9,21.2,0.0,0.0,0
125,90406.0,3.828742784415145,8.1,21.4,0.0,5.0,35.0,6.0,2.0,13.0,19.0,58.0,20.0,1021.8,1019.6,4.251556310130164,4.409265291349982,13.8,20.9,0.0,0.0,0
126,90407.0,3.828742784415145,7.5,22.5,0.0,12.0,28.0,14.0,14.0,7.0,7.0,55.0,27.0,1026.7,1023.5,4.251556310130164,4.409265291349982,13.3,21.6,0.0,0.0,0
127,90408.0,3.828742784415145,8.2,24.0,0.0,6.0,17.0,6.0,6.0,7.0,13.0,60.0,30.0,1027.1,1023.4,4.251556310130164,4.409265291349982,13.8,23.5,0.0,0.0,0
128,90409.0,3.828742784415145,8.1,25.7,0.0,8.0,22.0,7.0,14.0,9.0,13.0,67.0,27.0,1024.2,1019.6,4.251556310130164,4.409265291349982,15.1,25.0,0.0,0.0,0
129,90410.0,3.828742784415145,11.6,26.7,0.0,5.0,48.0,12.0,17.0,6.0,11.0,59.0,42.0,1021.5,1017.7,8.0,4.467539586252022,16.4,24.3,0.0,0.15118640757738505,0
